OA11CD,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Population_3_and_over,Total_Population_school_census,Total_Population_census,Total_Households_census,Total_Population_16_and_over_census,Total_Population_16_to_74_census,Total_Population_3_and_over_census,RM2018_01,RM2018_02,RM2018_03,RM2018_04,RM2018_05,RM2018_06,RM2018_07,RM2018_08,RM2018_09,RM2018_10,RM2018_11,RM2018_12,RM2018_13,RM2018_14,RM2018_15,RM2018_17,RM2018_18,RM2018_21,RM2018_22,RM2018_23,RM2018_24,RM2018_25,RM2018_26,RM2018_27,RM2018_28,RM2018_29,RM2018_30,RM2018_31,RM2018_32,RM2018_33,RM2018_34,RM2018_35,RM2018_36,RM2018_40,RM2018_41,RM2018_42,RM2018_43
E00000037,320,98,252,244,311,39,334,110,273,262,317,19,43,128,41,22,0,0,24,78,49,85,39,8,27,1,31,63,27,29,10,8,18,3,2,35,13,49,0,105.481324,25,61,16,109,13,8,16,0
E00000038,435,112,310,297,410,61,401,116,309,298,370,38,76,159,41,32,0,0,54,106,21,136,57,8,20,2,49,57,16,42,13,8,20,7,5,69,0,41,0,88.98825336,37,93,33,68,11,12,11,8
E00000039,402,148,235,232,370,81,358,141,242,241,320,55,105,143,46,8,0,0,45,109,18,48,51,13,94,3,58,60,19,42,3,3,35,35,1,33,1,113,0,37.11447198,18,73,21,75,17,15,22,15
E00000040,401,162,262,260,361,62,160,67,122,121,150,62,76,172,41,8,0,0,42,105,43,33,36,14,95,6,47,85,22,42,4,4,55,34,0,31,9,118,3,48.83029269,8,26,8,52,23,1,46,5
E00000041,335,90,243,232,307,45,293,89,229,223,269,35,53,123,37,20,0,0,30,61,30,93,62,9,25,1,36,46,16,31,3,6,21,5,8,50,1,36,0,74.2304693,31,53,28,64,5,6,7,1
E00000042,226,141,182,159,206,14,223,144,202,168,210,27,17,73,32,36,3,0,63,52,19,32,6,4,33,4,11,111,12,15,8,27,64,10,0,21,89,31,0,196.7396871,9,40,18,38,6,3,55,1
E00000043,345,123,240,237,333,84,356,123,249,246,340,22,75,125,51,10,0,0,60,63,7,33,10,5,146,5,63,68,25,42,3,5,35,11,1,14,95,14,0,46.22619197,16,82,18,57,6,2,41,12
E00000045,327,104,207,205,308,68,280,102,190,190,250,34,80,107,44,10,0,0,50,85,24,37,19,8,74,5,50,46,22,34,2,5,17,16,2,34,8,60,0,33.89020497,18,49,24,55,14,3,19,7
E00000046,386,158,257,248,360,70,357,147,252,244,315,50,75,149,38,19,0,0,62,88,37,55,16,21,82,8,49,88,19,36,3,11,55,26,3,23,95,37,0,61.45610535,20,45,18,100,11,0,33,16
E00000048,469,151,296,290,441,131,405,145,266,261,379,47,117,137,58,13,0,0,99,56,2,67,15,22,172,13,80,74,20,50,4,6,44,21,2,15,107,29,0,51.09995887,27,89,21,58,19,0,51,20
E00000049,463,122,346,329,443,77,425,119,309,288,396,35,76,149,59,34,4,4,68,86,37,154,43,13,28,8,46,74,39,36,9,13,13,4,7,79,5,38,0,83.88378001,36,81,23,100,3,9,12,9
E00000050,450,140,296,288,422,98,411,140,264,258,386,56,85,133,59,14,0,0,52,79,18,55,88,17,109,15,73,69,24,56,4,7,34,11,2,44,65,31,0,57.17040563,20,58,24,68,10,5,36,19
E00000051,608,182,432,408,572,81,533,178,430,404,500,67,101,245,63,40,2,0,43,118,197,141,23,16,28,6,63,93,31,56,15,5,42,15,10,74,2,103,0,91.41453515,67,76,33,181,10,4,19,1
E00000052,434,157,324,308,402,51,402,157,305,294,379,42,66,141,63,41,0,0,81,102,34,67,32,14,74,5,39,103,35,34,11,18,39,14,3,44,62,51,0,76.44716619,31,65,30,79,15,7,37,4
E00000053,442,126,320,308,422,70,396,121,319,304,375,44,69,160,49,36,2,0,48,101,96,97,27,7,50,6,43,63,19,45,13,4,27,8,9,66,0,59,0,70.37014194,37,71,36,110,8,11,10,7
E00000054,451,116,324,313,420,59,390,117,328,320,372,47,73,175,32,32,1,0,49,135,32,130,40,16,20,8,49,59,22,43,15,6,16,5,6,62,3,50,0,88.00055273,36,68,34,119,4,11,9,5
E00000055,436,123,325,314,418,57,420,119,330,320,394,34,71,170,39,30,0,0,63,84,62,119,58,8,10,6,41,66,27,45,14,4,21,7,3,77,3,42,0,55.30220419,31,79,34,106,6,5,8,0
E00000056,431,112,282,275,406,88,372,113,263,258,347,52,89,145,45,20,0,0,57,73,30,54,45,18,133,13,64,40,25,48,7,2,6,14,8,24,47,40,0,63.80330376,26,74,25,69,7,7,34,23
E00000057,409,124,263,261,390,112,383,123,244,241,349,36,101,121,53,17,0,0,55,65,7,56,52,17,139,11,73,61,26,43,9,3,23,14,4,25,71,27,0,68.44911498,30,75,24,54,13,2,27,12
E00000059,246,116,161,158,216,32,230,112,180,179,212,41,43,114,22,7,0,0,38,80,21,13,17,16,48,1,23,65,14,27,2,3,46,18,0,28,0,88,0,45.08476755,13,58,14,72,13,3,16,2
E00000060,258,76,188,173,246,48,232,72,171,160,218,20,48,84,27,27,3,0,43,70,21,62,23,10,16,5,33,44,15,21,10,8,11,6,4,47,1,26,0,73.7632951,19,55,8,43,1,0,9,2
E00000061,256,104,184,177,237,49,267,105,190,181,251,25,41,88,30,21,1,0,62,47,22,39,25,9,45,5,29,68,18,20,8,10,32,13,1,32,50,22,0,71.84513485,15,57,15,41,4,3,29,10
E00000062,844,348,616,616,790,97,480,204,397,394,457,98,121,471,58,3,0,0,85,219,232,59,79,19,95,3,82,209,75,106,3,0,131,24,0,52,5,284,0,39.55406341,26,69,31,184,27,4,17,6
E00000063,319,84,230,216,306,57,272,82,206,199,257,32,53,112,31,29,2,0,26,96,42,58,40,9,21,11,47,41,17,31,11,6,7,6,5,46,5,33,0,47.37728779,21,43,17,78,12,8,6,5
E00000064,315,95,235,224,305,34,344,99,258,253,331,24,50,108,30,29,1,0,34,49,32,98,52,8,19,5,27,58,21,24,12,6,19,4,6,58,1,34,0,71.9582929,24,68,11,95,4,7,10,1
E00000065,750,258,486,472,687,142,568,191,418,415,528,104,153,309,56,39,0,6,90,123,96,170,53,19,128,21,108,133,35,78,17,7,74,38,6,112,5,139,0,56.55059991,41,95,27,151,26,9,44,17
E00000066,475,119,336,323,450,65,494,131,380,374,456,45,91,192,36,31,1,6,36,97,67,149,38,18,27,12,53,56,27,43,11,4,14,10,9,50,8,57,0,57.08657478,39,97,33,116,7,3,11,4
E00000067,389,135,241,232,359,66,344,133,255,255,312,51,96,141,40,22,0,0,64,85,20,64,78,6,49,3,54,64,9,43,6,9,40,22,4,57,2,76,0,53.6749595,18,69,25,80,13,5,24,9
E00000068,451,110,330,321,427,69,395,111,322,314,380,44,73,175,46,31,1,0,27,89,103,112,66,9,34,0,63,57,23,39,17,4,13,7,5,58,5,45,0,70.95308943,37,81,30,96,10,11,9,14
E00000069,482,165,305,300,448,120,351,131,227,223,310,57,112,188,42,13,0,0,85,73,28,47,31,13,164,22,75,73,14,60,5,4,50,26,3,20,70,73,0,55.39720222,13,52,24,80,20,2,49,25
E00000070,384,152,307,283,365,57,385,150,298,280,370,26,46,107,56,51,2,0,190,72,12,3,10,5,84,2,24,105,44,29,18,21,22,12,5,72,56,24,0,107.4954814,46,97,32,35,10,5,30,10
E00000071,318,117,239,226,304,52,298,115,223,208,287,18,52,95,47,26,1,0,137,94,14,6,4,5,47,4,28,70,26,30,11,13,20,17,0,58,34,24,0,94.3145991,19,81,20,28,10,6,22,5
E00000072,354,118,247,237,335,74,305,120,226,210,284,34,69,95,45,33,1,0,177,52,9,13,7,5,82,1,32,66,23,33,13,12,18,12,6,65,36,16,0,94.92301065,24,78,22,42,10,8,18,20
E00000073,355,111,250,237,334,62,311,116,223,201,291,40,62,116,40,20,2,0,139,82,6,9,24,1,75,5,23,61,22,38,8,10,21,7,2,50,40,20,0,92.01190204,34,68,17,44,4,5,26,12
E00000074,274,103,199,184,256,51,249,100,194,176,236,31,39,81,39,32,0,0,130,79,0,2,6,9,45,1,22,59,18,33,12,13,16,8,1,55,29,19,0,94.80048061,34,57,12,38,3,1,18,6
E00000075,343,128,259,236,331,58,336,129,263,246,312,29,53,98,57,45,1,0,166,63,16,6,16,4,48,5,28,86,29,26,18,16,23,11,5,66,35,25,0,107.012735,36,85,25,54,9,6,31,8
E00000076,372,107,260,252,360,85,317,106,224,210,299,23,78,121,48,15,2,0,157,69,6,12,24,7,84,5,34,56,29,38,6,5,16,9,4,59,27,21,0,68.17310856,35,86,25,34,6,4,19,16
E00000077,378,130,274,261,358,63,310,130,239,221,299,37,63,110,51,33,3,0,153,68,16,18,36,2,68,6,33,77,21,44,14,14,28,7,2,56,53,21,0,120.3622432,21,58,31,46,6,2,41,10
E00000078,354,116,260,243,334,59,332,114,240,230,311,35,56,105,46,37,1,0,161,64,5,8,11,2,79,4,28,72,27,28,18,5,22,12,3,54,37,25,0,105.2604321,35,63,32,49,7,4,28,12
E00000079,359,134,264,242,346,67,338,130,252,230,329,24,62,110,54,36,5,0,190,77,14,3,5,5,52,6,31,87,34,26,10,22,21,18,2,78,36,19,0,97.27810153,41,95,20,42,5,8,29,15
E00000080,594,214,405,392,553,103,560,206,403,389,508,61,120,193,74,29,4,0,234,144,10,10,15,18,128,15,34,105,34,71,14,8,49,32,3,89,48,77,0,55.81916112,41,141,35,92,12,8,37,22
E00000081,360,125,269,252,347,64,323,121,229,212,300,17,65,95,60,32,2,0,198,72,4,3,6,3,43,17,17,77,29,32,10,17,21,15,1,71,36,16,0,65.87818847,22,102,15,26,4,10,19,18
E00000082,346,125,250,234,334,72,335,124,240,227,313,22,66,104,48,32,1,0,143,76,8,6,12,8,71,12,24,71,29,32,14,3,25,14,5,73,27,24,0,96.29415563,28,77,22,45,7,3,18,17
E00000083,349,119,262,248,336,62,321,117,235,221,304,23,61,90,67,36,0,0,188,61,8,0,6,2,73,6,19,70,29,32,19,9,13,14,2,50,45,23,0,87.42152119,31,84,15,35,8,4,30,9
E00000084,344,117,247,231,331,67,316,114,221,208,292,27,63,102,49,29,1,0,183,59,4,16,8,3,59,5,21,68,30,32,13,10,15,14,1,53,40,24,0,97.13651297,31,87,20,26,5,3,31,19
E00000085,317,113,226,213,301,68,293,114,222,208,280,25,63,99,38,30,0,0,142,78,3,1,14,3,68,4,35,66,13,39,14,12,27,5,2,54,35,24,0,97.51120571,36,81,19,37,4,5,32,9
E00000086,355,123,261,248,336,66,316,123,238,220,303,33,55,107,51,31,1,0,164,67,7,5,30,6,64,4,40,75,30,34,14,10,21,13,0,65,32,26,0,93.95031334,26,83,21,36,4,7,24,6
E00000087,250,82,189,173,240,39,262,77,200,190,247,19,39,77,32,25,0,34,115,61,4,3,6,8,39,6,17,49,22,19,11,4,12,10,2,32,25,25,0,95.57802329,29,77,22,20,13,1,20,10
E00000088,332,116,237,222,317,69,291,114,218,199,277,33,58,108,36,24,3,0,179,49,4,6,27,5,49,5,22,65,23,37,11,9,22,12,2,58,38,19,0,84.89354093,27,75,24,30,4,5,27,25
E00000089,357,128,255,248,338,73,312,127,223,208,288,32,66,102,48,19,1,0,187,53,5,13,8,12,55,6,29,77,31,35,6,10,30,16,0,58,46,22,0,85.07667791,21,78,21,45,9,1,30,13
E00000090,362,118,258,230,339,64,304,115,230,204,280,39,62,117,40,35,2,0,165,78,20,8,23,8,44,8,29,61,19,43,16,14,12,11,1,62,27,28,0,109.5547175,43,72,21,40,7,7,21,11
E00000091,650,203,408,392,607,157,574,203,377,358,517,72,157,198,70,34,1,0,251,138,9,19,28,22,149,16,73,93,35,68,16,11,31,32,4,61,62,79,0,61.42307944,34,138,41,59,15,11,50,26
E00000092,411,145,303,287,390,73,370,142,263,249,351,34,69,121,66,34,2,0,210,71,12,5,25,2,66,12,27,85,31,42,15,11,28,14,3,74,35,36,0,75.78627619,21,88,17,37,3,7,22,14
E00000093,376,131,280,271,358,68,375,144,284,266,350,29,61,122,50,28,0,0,117,74,20,31,14,9,92,6,43,78,29,39,9,13,27,7,5,60,22,43,0,97.334629,26,85,33,55,13,5,19,7
E00000094,416,141,290,271,393,84,350,140,265,237,341,38,82,127,56,31,5,0,199,81,19,2,21,8,76,2,40,77,30,40,14,10,23,21,3,66,43,31,0,107.545235,33,92,19,47,11,5,30,15
E00000095,509,201,374,359,483,85,493,198,346,330,460,50,79,170,81,36,0,0,212,111,7,15,16,9,110,18,38,123,35,54,12,13,63,19,4,87,63,51,0,87.18797574,36,126,39,74,11,9,28,11
E00000096,339,128,262,239,324,50,314,127,224,202,295,28,44,85,47,45,3,0,188,54,8,1,6,6,53,9,18,85,30,36,18,18,19,6,0,61,44,23,0,108.848612,33,66,16,31,3,4,26,8
E00000097,365,132,276,261,345,60,317,124,242,225,303,31,50,117,49,34,4,0,181,92,4,0,9,7,56,6,25,82,33,34,18,11,20,12,2,67,40,25,0,97.37690335,32,73,25,38,7,4,19,1
E00000098,307,109,223,211,288,46,293,111,223,207,276,29,52,96,35,33,0,0,163,51,10,13,17,11,27,5,20,64,26,30,14,10,14,14,0,61,29,19,0,126.6556337,28,75,20,35,6,11,13,3
E00000099,112,71,94,90,104,8,122,71,107,96,118,12,6,40,18,13,2,0,69,23,0,0,7,1,11,1,3,58,10,9,4,8,36,3,0,19,41,11,0,144.5485776,11,32,11,14,4,2,19,1
E00000100,430,147,305,289,409,82,363,149,271,242,351,34,82,128,64,23,4,0,186,87,4,16,8,11,88,19,35,84,34,45,9,16,25,14,1,72,39,36,0,83.59163808,22,90,21,43,11,7,32,18
E00000101,365,116,272,258,348,65,334,113,240,230,312,31,58,104,51,36,2,0,118,83,37,12,21,17,53,7,40,63,26,40,17,10,10,5,5,69,24,22,0,93.12895552,31,73,30,52,3,1,19,7
E00000102,414,109,290,275,397,80,364,110,258,245,333,35,86,116,55,33,0,0,139,65,34,31,22,9,76,13,39,55,24,41,11,9,11,7,6,66,22,20,0,79.28495735,35,98,20,41,7,5,18,7
E00000103,467,144,361,352,452,46,430,139,311,307,413,30,72,155,63,26,0,0,194,28,46,66,36,12,48,23,7,86,43,47,14,5,24,9,1,49,72,22,0,102.2396605,52,102,27,69,5,3,41,8
E00000104,504,129,359,342,482,88,421,127,306,290,399,38,96,168,47,37,0,0,219,70,43,40,44,10,50,10,27,60,28,55,12,8,12,5,9,71,29,29,0,95.27035642,30,119,26,51,5,8,26,14
E00000106,372,118,266,247,352,49,342,120,253,234,322,32,68,109,51,38,3,0,115,56,69,34,18,4,47,16,10,73,24,31,16,11,22,10,3,75,13,28,0,76.97951793,32,79,33,51,5,7,18,7
E00000107,389,135,271,260,369,65,346,134,246,238,316,39,75,117,61,30,1,0,164,62,40,47,31,4,21,6,34,75,32,42,9,12,22,15,3,63,36,35,0,96.07810664,21,88,23,42,10,2,27,11
E00000108,364,118,248,238,340,70,306,118,225,213,289,39,70,117,42,30,1,0,148,61,32,29,23,6,41,5,38,57,19,46,13,9,16,12,2,55,26,37,0,92.45308399,28,73,16,50,12,11,25,9
E00000109,432,133,303,280,410,69,375,133,259,240,360,37,83,137,51,39,1,0,114,98,38,64,34,7,44,12,41,72,28,46,18,9,17,13,2,77,19,35,0,78.02281979,27,70,19,59,9,7,18,7
E00000110,322,122,240,234,309,59,301,117,219,210,285,23,55,108,50,16,2,0,154,37,22,40,7,7,39,8,19,76,28,37,9,4,35,8,0,49,43,29,0,104.9429693,23,80,22,56,16,5,29,9
E00000111,427,148,316,303,407,74,421,152,306,293,399,28,76,127,68,30,1,0,190,64,36,39,13,14,48,10,27,79,34,49,9,13,23,16,2,84,34,30,0,77.13898198,30,100,34,71,12,6,28,14
E00000112,353,118,250,243,330,66,306,118,227,223,284,36,62,121,45,17,0,0,113,87,15,41,20,10,44,3,33,67,29,32,5,9,24,18,0,50,12,54,0,83.50886612,24,66,17,69,7,8,26,17
E00000113,364,132,274,262,346,58,372,133,276,270,353,30,56,129,51,31,0,0,161,67,12,22,23,4,57,12,26,81,33,41,13,10,25,7,2,88,22,21,0,71.54971479,26,105,32,51,2,9,16,4
E00000114,389,114,275,265,367,82,316,111,231,214,302,39,71,131,37,21,3,0,159,65,13,36,35,8,56,5,32,53,20,50,11,7,15,8,3,60,27,27,0,88.16211127,29,76,25,52,7,5,20,16
E00000115,376,125,271,258,358,65,305,126,240,227,295,32,66,111,53,35,1,0,135,28,27,61,50,6,42,7,35,71,29,35,13,10,19,13,5,67,31,26,0,118.4232072,37,88,22,47,6,2,24,6
E00000116,370,113,277,264,354,68,335,116,247,229,318,28,57,106,61,24,2,0,145,59,24,32,22,5,61,5,31,61,29,36,10,7,15,11,4,62,35,16,0,102.4696677,25,81,22,50,5,8,16,4
E00000117,229,91,158,157,216,47,217,108,175,170,205,22,45,74,27,9,0,0,113,17,10,6,10,12,45,6,9,56,18,17,1,5,32,14,2,3,47,41,0,132.8832426,20,83,17,27,9,1,34,20
E00000118,382,111,270,260,367,75,347,112,256,245,327,29,78,127,44,26,1,0,141,63,23,35,32,7,49,4,44,57,20,40,14,5,18,10,3,68,23,19,0,80.34014827,33,76,30,55,6,5,20,12
E00000119,313,123,230,211,304,60,314,121,236,212,296,14,61,77,39,44,2,0,130,35,29,38,12,9,34,13,32,82,20,28,12,25,25,10,2,50,47,23,0,101.483198,32,78,19,41,5,3,44,10
E00000120,356,117,253,241,336,59,324,118,241,221,302,33,66,106,45,28,1,0,161,57,6,16,29,11,67,2,25,69,31,33,13,9,16,11,2,55,31,31,0,101.8526743,29,80,22,45,9,7,18,2
E00000121,385,129,268,250,369,75,395,134,302,291,369,33,79,120,52,36,0,0,114,88,22,32,48,11,48,13,43,76,32,32,14,10,20,14,3,53,23,50,0,93.24482341,39,95,14,76,16,5,23,11
E00000122,402,119,270,256,383,89,316,117,244,228,292,37,86,110,50,36,0,0,151,103,33,19,25,10,38,14,48,65,23,39,14,9,19,10,5,70,35,13,0,96.70000603,29,93,24,41,3,8,14,14
E00000123,446,138,352,281,435,66,424,137,325,239,401,21,65,96,70,89,17,61,199,55,18,18,22,10,104,7,30,93,25,40,18,31,19,5,0,54,61,20,0,151.2815592,29,76,17,49,8,10,50,3
E00000124,385,124,270,258,366,83,339,123,232,221,314,33,74,122,45,22,1,0,164,75,1,11,11,2,97,13,27,64,29,41,12,6,17,15,3,52,37,35,0,68.42841146,21,84,26,41,9,5,29,22
E00000125,452,144,341,324,436,74,396,143,295,281,375,30,75,130,69,44,1,0,181,75,28,22,47,11,61,15,28,86,32,41,16,11,27,10,6,63,54,27,0,98.65921058,32,81,20,50,13,10,34,7
E00000126,1805,648,1137,1127,1669,406,249,133,199,190,226,244,401,755,161,31,1,0,402,529,104,148,75,71,377,20,224,329,96,192,4,16,213,110,7,200,2,443,0,73.51572923,15,46,19,85,54,8,111,81
E00000127,1686,642,1145,1112,1553,306,467,224,387,354,440,216,307,668,187,79,4,0,417,395,150,120,60,63,342,36,150,346,93,201,24,36,193,77,9,255,65,316,0,106.4198626,37,105,33,118,46,7,133,53
E00000128,283,102,205,195,268,54,280,101,213,189,262,20,56,87,47,21,2,11,136,49,2,7,26,9,38,5,25,64,25,27,8,7,24,9,2,60,26,14,0,84.09437047,25,68,20,29,2,4,13,8
E00000129,376,135,274,256,357,69,330,138,264,247,313,32,64,106,54,36,1,0,160,46,21,60,11,5,55,8,27,85,21,34,14,16,34,12,2,62,56,17,0,98.68078664,29,84,18,39,6,2,42,18
E00000130,409,131,298,284,392,72,358,132,259,248,338,33,75,139,55,31,0,0,187,64,5,26,6,10,92,9,26,74,35,39,13,10,16,16,2,56,41,34,0,91.9967648,19,89,21,52,9,1,30,9
E00000131,306,118,232,214,293,48,275,118,209,189,261,22,49,67,57,41,0,0,149,56,14,2,8,7,60,1,25,80,24,27,18,12,26,9,1,57,37,24,0,107.2073421,32,71,16,35,4,4,30,5
E00000132,393,130,284,275,379,80,367,128,260,250,344,27,76,126,59,17,2,0,197,75,11,6,18,3,70,2,30,69,37,44,12,2,18,15,1,57,45,27,0,80.64602374,29,91,37,48,7,3,32,14
E00000133,332,121,241,227,316,51,312,119,238,225,300,30,58,101,53,26,1,0,141,79,5,8,25,15,47,4,20,71,29,33,13,11,18,13,2,64,29,27,0,96.07190966,35,82,23,30,6,3,22,7
E00000134,377,124,280,261,355,73,325,126,247,228,304,35,59,120,50,29,3,0,172,56,7,37,31,8,52,7,27,75,31,36,11,11,22,8,5,80,23,21,0,100.9126601,45,68,22,44,9,6,17,7
E00000135,365,109,261,243,352,66,314,109,239,221,301,26,65,96,50,47,1,0,146,31,32,36,54,6,30,8,39,61,20,37,18,12,11,7,3,62,18,28,0,84.89031842,34,90,24,32,7,7,10,7
E00000136,362,119,287,267,347,44,344,118,269,250,335,27,46,112,51,48,2,0,141,25,65,46,33,8,11,19,32,77,23,31,25,15,14,8,1,91,2,24,0,106.9710691,34,108,32,57,5,11,7,2
E00000137,401,144,302,286,385,55,360,143,275,253,351,29,64,109,58,46,2,0,179,49,35,24,8,5,84,9,24,92,27,32,18,13,34,16,3,67,48,28,0,111.8188834,41,96,23,66,8,4,32,6
E00000138,375,122,261,238,347,56,296,119,214,180,281,39,68,106,46,28,6,0,193,59,21,12,17,8,52,9,21,64,22,39,11,14,17,15,3,63,34,24,0,75.25576728,21,74,24,30,9,6,27,13
E00000139,422,141,303,273,405,67,330,134,251,207,316,33,81,103,57,51,6,0,211,45,12,13,16,15,89,8,27,83,25,41,20,25,13,14,2,60,64,17,0,116.3736681,23,79,19,34,6,5,46,11
E00000140,404,139,294,274,390,52,342,137,265,245,326,25,82,115,68,43,3,0,140,107,38,16,14,10,53,11,30,83,24,47,19,14,26,6,2,91,17,31,0,91.15508188,38,74,23,69,4,9,10,3
E00000141,366,142,217,213,341,75,354,141,213,207,310,47,97,127,36,10,0,0,191,35,9,12,2,6,92,16,19,72,16,37,5,3,48,31,1,15,115,12,0,52.92665232,16,87,33,21,20,1,47,18
E00000142,365,157,239,227,334,60,324,157,225,203,288,53,69,116,45,33,2,0,183,39,9,21,10,5,69,17,14,92,21,32,10,17,44,29,2,26,105,26,0,107.4820791,24,81,25,25,14,3,54,17
E00000143,280,108,202,189,263,33,310,111,234,212,297,29,44,91,42,19,7,0,101,50,13,21,12,12,54,5,20,71,17,25,10,8,36,9,2,69,19,19,0,99.42448272,27,76,21,49,3,8,13,5
E00000144,280,109,224,188,266,29,286,111,223,194,275,26,27,69,34,59,3,0,111,41,56,21,30,3,4,7,17,78,18,24,29,15,16,5,2,91,0,16,0,99.53345785,34,77,22,43,1,7,1,3
E00000145,200,108,184,120,197,3,218,117,205,137,216,6,9,37,14,95,6,0,121,27,22,12,5,3,3,3,2,97,14,8,34,36,13,2,1,92,1,13,0,166.3477218,31,54,22,33,1,11,5,0
E00000146,270,97,222,205,263,26,257,96,212,196,253,17,27,84,37,36,1,0,69,36,35,46,35,6,12,7,18,69,22,23,17,8,22,1,3,73,0,22,0,111.032525,39,67,24,56,2,8,4,0
E00000147,293,116,245,208,284,25,294,113,244,204,285,11,33,74,38,63,4,0,139,33,33,26,26,6,14,7,14,93,27,18,27,20,19,4,1,100,1,13,0,114.0110062,28,65,27,53,2,5,1,0
E00000148,150,102,137,85,148,3,152,101,143,76,148,4,8,21,11,72,6,0,121,11,8,5,0,1,1,1,1,93,4,4,18,42,29,2,3,45,45,7,0,216.5959567,15,30,9,25,0,8,4,0
E00000149,330,119,262,245,321,31,309,117,225,213,294,16,46,83,55,35,0,0,112,64,29,27,16,7,44,21,19,81,31,30,16,12,22,6,1,78,9,31,0,73.78787198,26,89,28,53,2,7,16,0
E00000150,404,126,317,301,390,58,388,121,291,278,369,23,57,121,57,45,1,0,232,44,25,44,15,5,26,5,18,79,30,37,24,11,14,6,2,77,31,18,0,92.67525429,49,108,32,45,5,7,19,14
E00000151,480,146,350,323,453,67,424,143,324,305,408,42,80,162,41,59,1,0,115,86,71,66,53,6,40,15,46,82,27,46,20,15,20,7,9,99,0,45,0,71.40837064,29,109,33,87,10,9,6,6
E00000152,305,118,237,195,288,32,283,124,234,193,268,25,39,78,36,67,5,0,133,27,33,50,16,6,14,15,21,85,17,22,18,33,17,5,5,76,0,10,0,120.6110773,33,74,15,62,2,13,1,1
E00000153,343,129,276,241,332,23,343,131,278,235,333,18,42,88,53,65,4,0,162,39,50,20,10,5,36,13,12,95,31,25,27,21,16,7,2,107,5,16,0,92.61131235,40,101,35,41,1,2,5,4
E00000154,331,133,253,234,317,23,279,128,230,211,262,21,53,112,49,34,2,0,117,69,40,11,25,7,42,5,18,93,32,25,11,14,36,6,4,70,1,58,0,101.8979663,33,69,27,69,9,5,19,3
E00000155,405,145,311,286,383,41,305,142,239,212,285,38,55,165,51,47,3,0,138,80,34,55,30,11,37,5,26,89,19,36,17,24,29,17,1,77,22,45,0,90.66524076,27,74,27,58,10,9,23,6
E00000156,360,135,271,241,347,39,338,136,275,219,323,27,55,93,52,49,6,21,200,52,14,8,8,7,47,11,18,90,28,27,18,19,25,10,5,82,26,23,0,135.538201,43,83,21,42,5,9,23,9
E00000157,349,120,239,228,332,57,291,116,206,185,269,26,78,111,44,26,0,0,138,66,18,21,0,12,66,15,18,66,24,36,10,7,25,14,2,69,33,17,0,93.52050928,19,78,18,34,11,3,14,13
E00000158,397,146,295,264,379,50,377,146,270,236,360,30,66,122,43,54,3,0,207,64,13,21,8,12,37,13,19,96,28,33,14,28,26,12,4,47,59,40,0,112.1002714,39,90,19,49,11,3,49,9
E00000159,371,124,263,244,361,68,316,120,224,206,292,30,69,114,50,29,2,0,175,63,14,9,10,9,68,21,22,60,27,36,12,10,11,24,3,48,60,16,0,114.4485635,28,62,21,47,10,6,23,24
E00000160,444,126,321,312,428,81,407,124,276,268,388,23,92,128,61,24,1,0,297,37,4,14,10,14,43,18,21,67,40,44,11,7,9,11,2,17,63,46,0,83.85675261,40,110,31,23,9,1,50,29
E00000161,397,130,270,253,379,70,314,120,230,211,296,35,90,114,51,38,1,0,156,77,13,26,12,9,69,18,43,65,16,49,11,17,21,10,4,33,62,35,0,100.2415101,25,82,22,45,9,5,38,11
E00000162,315,111,229,214,302,44,257,111,191,179,249,29,51,96,38,33,0,0,113,74,9,26,26,5,45,5,20,68,17,32,9,18,24,9,1,44,38,29,0,114.3838705,24,43,17,38,4,3,34,5
E00000163,568,190,338,329,513,125,286,111,187,176,262,90,131,211,50,17,0,0,220,80,5,14,13,18,182,19,39,78,33,68,8,4,33,42,1,28,148,14,0,65.97732812,27,68,16,48,17,5,34,25
E00000164,460,154,291,271,435,109,411,148,263,225,375,40,117,112,57,41,0,0,162,70,0,21,5,13,146,20,54,75,19,47,9,23,24,27,2,30,74,43,0,92.13537978,24,91,27,49,16,5,55,24
E00000165,332,113,239,217,313,50,305,107,236,210,289,24,64,99,39,46,2,0,129,64,10,30,12,12,38,18,25,66,14,38,16,16,20,3,3,68,25,20,0,111.7227187,27,69,20,57,9,8,15,5
E00000166,189,94,148,130,185,21,207,90,174,127,192,9,31,66,23,31,1,30,90,41,5,2,2,7,35,7,10,74,12,16,7,20,35,3,1,32,52,10,0,164.7219367,24,44,19,34,9,2,34,4
E00000167,305,104,240,221,297,43,302,103,232,216,283,16,45,89,47,44,1,0,131,74,9,1,58,5,20,1,15,70,25,22,19,11,15,7,4,76,9,19,0,66.4100896,26,74,20,39,3,5,9,3
E00000168,515,161,369,339,494,94,401,149,307,284,390,38,100,128,82,55,0,0,279,71,2,14,18,14,101,9,22,89,35,52,24,15,15,16,4,93,42,26,0,85.97296274,43,102,29,50,11,5,21,16
E00000169,353,143,261,239,346,63,306,129,218,191,276,25,64,85,52,58,4,0,215,35,4,6,5,5,71,2,20,90,19,29,20,28,23,19,4,45,88,10,0,107.2491691,33,80,15,25,8,4,55,10
