OA11CD,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Population_3_and_over,Total_Population_school_census,Total_Population_census,Total_Households_census,Total_Population_16_and_over_census,Total_Population_16_to_74_census,Total_Population_3_and_over_census,RM2018_01,RM2018_02,RM2018_03,RM2018_04,RM2018_05,RM2018_06,RM2018_07,RM2018_08,RM2018_09,RM2018_10,RM2018_11,RM2018_12,RM2018_13,RM2018_14,RM2018_15,RM2018_17,RM2018_18,RM2018_21,RM2018_22,RM2018_23,RM2018_24,RM2018_25,RM2018_26,RM2018_27,RM2018_28,RM2018_29,RM2018_30,RM2018_31,RM2018_32,RM2018_33,RM2018_34,RM2018_35,RM2018_36,RM2018_40,RM2018_41,RM2018_42,RM2018_43
E00000459,90,25,51,51,84,28,249,91,162,161,234,15,22,40,4,2,0,0,8,23,21,4,2,3,24,0,12,5,3,13,0,0,2,6,1,6,17,2,0,70.12029425,10,70,15,25,1,0,2,5
E00000460,282,92,156,156,257,88,285,93,170,169,264,44,74,101,22,3,0,0,82,45,17,8,7,13,87,4,41,34,6,37,0,1,27,18,2,21,70,1,0,53.68833603,16,76,15,26,6,0,31,20
E00000461,361,103,250,221,348,98,266,90,192,164,250,25,74,76,70,35,2,0,96,47,13,13,23,13,138,4,42,51,14,44,13,13,11,5,3,51,32,20,0,114.3565263,39,49,13,40,10,5,18,10
E00000462,408,112,269,262,384,91,308,109,216,205,280,46,83,131,42,22,0,0,143,51,4,16,50,7,111,13,47,49,18,47,8,6,17,13,3,35,55,22,0,91.79393457,27,74,24,35,11,4,29,23
E00000463,468,134,347,318,451,91,424,138,318,291,406,32,84,133,65,47,3,0,253,48,0,24,34,4,93,8,29,77,35,44,19,16,7,8,4,71,54,9,0,95.48337063,42,106,27,54,3,3,26,18
E00000464,578,175,388,368,560,141,394,138,289,267,372,44,138,139,73,50,3,0,268,63,13,15,6,19,172,8,41,85,27,74,22,20,16,13,1,54,106,15,0,98.75774035,36,93,26,55,12,5,54,31
E00000465,409,143,280,268,379,78,390,152,291,269,362,49,75,127,62,29,2,0,131,49,13,35,62,3,95,10,56,85,28,46,9,15,33,10,2,61,55,27,0,106.9048704,31,101,31,52,8,4,35,10
E00000466,335,125,237,222,313,59,273,119,228,205,262,33,61,110,55,27,0,0,105,68,10,23,19,5,92,9,35,79,24,29,7,16,32,15,2,36,75,13,0,140.8471927,26,63,19,49,8,2,43,12
E00000467,409,137,299,278,383,66,349,131,256,227,332,41,62,138,44,42,1,0,150,84,7,13,32,8,96,6,30,83,18,43,15,19,31,7,3,53,57,27,0,127.243831,36,83,20,34,7,8,41,12
E00000468,416,132,269,265,392,102,222,89,164,164,205,42,96,148,56,14,0,0,76,36,2,26,27,12,218,4,68,71,23,44,7,1,40,13,3,24,56,8,44,78.30698265,15,60,20,37,13,2,31,14
E00000469,447,141,267,266,413,117,425,140,278,278,368,51,118,142,60,8,0,0,59,94,23,14,40,15,183,6,77,55,22,57,3,3,27,26,1,73,0,67,0,32.40257495,10,79,18,110,11,5,17,9
E00000470,404,127,302,282,387,71,376,123,263,240,348,37,58,109,55,33,2,0,101,72,23,28,63,13,78,8,54,79,32,38,17,9,21,6,4,89,1,37,0,82.24704918,31,90,24,67,10,6,6,2
E00000471,472,145,344,332,457,92,378,138,258,239,348,32,87,170,52,24,3,0,161,73,17,27,56,8,108,12,52,82,25,45,12,8,37,14,2,55,68,22,0,92.15723799,27,86,19,40,10,8,41,27
E00000472,304,118,218,213,285,62,282,117,187,178,253,27,54,105,40,15,2,0,76,56,5,12,15,14,112,3,38,70,19,29,5,6,40,17,2,29,72,17,0,87.6057751,19,55,21,41,5,1,41,13
E00000474,458,131,332,313,438,91,426,133,303,288,407,32,86,110,63,34,3,0,157,48,17,19,40,8,141,11,45,63,22,52,16,9,16,10,5,66,42,22,0,70.40516832,33,103,22,69,8,5,16,17
E00000475,400,130,267,263,380,106,369,128,234,222,337,36,90,125,59,16,0,0,137,38,3,14,40,15,129,11,44,63,20,45,5,6,32,20,2,25,88,17,0,74.27791225,25,78,18,48,7,3,49,30
E00000476,456,136,244,241,419,141,396,138,233,232,348,65,137,144,43,10,0,0,117,63,0,10,24,21,192,22,72,39,12,58,6,1,20,33,2,14,101,21,0,61.88668958,21,79,16,61,23,0,42,35
E00000477,448,148,270,268,410,111,118,50,84,82,104,65,107,158,54,7,1,0,65,45,8,24,14,18,238,14,65,65,26,53,3,2,34,26,2,26,1,22,99,38.24867059,6,22,10,31,24,1,24,9
E00000478,430,117,305,290,409,73,372,116,276,255,354,39,76,126,59,31,2,0,97,79,43,26,33,11,109,11,45,59,25,41,13,6,15,10,4,77,6,34,0,69.63792519,31,97,23,66,5,8,15,7
E00000479,417,152,260,260,383,107,109,51,77,76,98,66,87,163,49,1,0,0,59,49,5,14,20,13,228,13,68,69,20,50,1,0,48,29,0,19,0,34,97,36.78607136,4,14,12,37,14,2,24,27
E00000480,356,139,246,237,330,78,288,140,216,199,257,39,65,130,35,26,1,0,108,79,6,23,29,5,82,14,50,81,19,39,9,10,43,16,2,37,77,23,0,127.1278872,23,70,19,42,11,6,39,11
E00000481,364,139,248,232,344,78,339,137,249,231,311,41,71,105,43,30,3,0,171,53,15,22,31,7,50,5,42,87,32,30,11,16,28,21,1,51,59,28,0,110.6551295,29,89,24,37,3,6,43,9
E00000482,349,126,239,223,332,70,321,127,228,201,285,33,73,116,40,27,0,0,131,66,20,29,19,4,47,8,34,66,22,38,11,13,20,20,1,70,30,26,0,92.38032502,30,69,15,47,3,6,27,10
E00000483,432,127,334,319,409,45,370,126,294,275,358,38,54,140,53,39,3,0,169,51,42,55,32,7,60,9,29,73,29,45,19,13,12,5,2,75,31,21,0,105.0835568,56,119,27,49,8,5,19,5
E00000484,397,144,301,279,384,66,406,159,303,268,380,26,63,136,46,44,0,0,208,65,18,25,17,6,35,11,26,91,30,42,17,19,25,9,2,58,60,26,0,106.8387006,31,102,24,40,12,5,39,11
E00000485,430,135,309,295,409,74,357,134,261,236,341,35,84,119,73,32,0,0,173,69,17,42,58,9,39,6,49,74,33,50,13,9,19,9,1,58,41,36,0,97.3757211,53,87,16,51,7,1,34,9
E00000486,1104,410,757,739,1015,189,333,132,233,214,306,127,206,439,122,34,2,0,352,208,128,76,61,27,182,32,98,213,73,141,7,18,115,46,7,223,29,155,0,62.4398814,29,76,26,48,21,2,52,21
E00000487,315,121,241,214,307,55,283,119,220,185,269,14,51,84,40,56,3,0,157,43,24,18,25,4,25,7,25,84,21,28,18,31,14,6,3,46,57,18,0,117.8524769,23,68,23,38,7,5,51,8
E00000488,385,139,297,282,372,59,349,140,268,249,328,26,60,117,59,36,2,0,212,56,25,6,18,5,43,9,24,92,37,31,17,10,28,14,2,73,39,27,0,100.7991239,35,104,22,50,6,11,30,7
E00000489,466,135,327,307,446,73,418,135,292,266,393,35,90,132,61,38,1,0,156,65,38,69,47,16,53,8,42,63,26,53,14,7,16,7,8,58,31,44,0,94.76943749,26,85,25,61,12,5,29,9
E00000490,400,141,294,273,378,75,396,144,302,282,372,34,66,128,47,44,2,0,214,58,21,27,6,4,43,11,29,79,27,47,18,17,17,10,3,69,46,26,0,90.20126681,37,91,30,49,13,7,25,9
E00000491,397,134,267,252,368,78,361,133,255,238,338,39,85,130,48,31,0,0,189,63,22,27,36,4,32,11,30,68,24,52,14,10,20,13,1,59,55,19,0,84.54365409,44,96,25,39,11,7,28,11
E00000492,373,125,255,244,353,74,321,121,233,212,302,35,76,120,49,32,1,0,159,56,38,28,17,4,53,7,30,61,23,47,10,15,13,13,4,70,30,25,0,108.5176641,36,71,20,41,6,3,20,5
E00000493,295,122,230,216,286,48,318,121,254,234,301,18,44,93,37,36,0,0,163,46,19,16,7,2,27,6,19,84,22,28,18,8,36,5,2,53,45,23,0,123.9507504,33,94,14,42,8,6,27,3
E00000494,457,145,333,316,432,76,383,135,290,276,361,41,76,140,71,40,1,0,208,68,35,34,22,5,76,3,34,85,29,48,21,10,25,12,0,70,36,34,0,99.07538801,34,91,24,61,11,5,25,11
E00000495,314,112,235,212,300,49,293,117,221,201,281,21,53,85,42,42,1,0,153,49,12,24,12,8,44,3,16,73,23,32,16,15,19,4,2,60,33,17,0,108.1231978,42,68,23,38,6,8,18,8
E00000496,338,109,256,246,328,60,308,107,229,217,293,24,54,101,48,25,1,0,163,46,22,16,12,3,65,9,27,65,32,32,9,13,11,11,0,64,22,23,0,83.87234129,34,82,16,52,8,3,21,4
E00000497,375,124,278,269,359,78,356,120,234,224,326,29,62,103,59,25,0,0,156,51,21,36,17,9,73,7,39,72,37,35,9,9,17,12,4,57,33,34,0,68.33769613,23,90,21,48,13,2,31,3
E00000498,342,115,243,226,324,75,308,114,236,220,291,28,66,103,38,38,1,0,175,71,9,12,24,8,21,18,29,61,19,40,16,10,16,11,2,65,32,18,0,106.6999355,26,86,18,25,4,6,19,17
E00000499,358,126,252,234,333,70,333,129,247,234,307,39,63,108,45,29,3,0,180,70,13,13,20,9,44,0,27,68,22,41,11,13,22,11,1,69,27,29,0,99.65432193,35,83,25,45,12,6,24,14
E00000500,334,123,235,219,309,59,320,125,226,212,301,37,56,107,44,28,2,0,139,59,32,18,16,4,49,6,29,72,23,35,11,14,24,14,1,64,26,32,0,64.17767541,16,79,26,38,10,4,19,4
E00000501,264,102,209,190,256,43,213,98,174,157,205,10,43,80,39,33,4,0,117,61,20,5,9,2,20,8,28,69,19,23,8,22,20,7,1,40,44,18,0,151.5894595,11,45,18,34,6,3,35,1
E00000502,341,121,227,216,312,64,271,120,206,189,256,43,66,110,34,20,0,0,163,57,19,16,15,12,52,1,25,64,19,40,7,11,27,16,0,55,33,32,0,100.6798427,30,50,26,42,11,3,20,14
E00000503,353,115,253,246,336,77,301,113,219,208,279,31,66,115,54,22,0,0,177,58,18,31,9,2,49,5,30,62,29,38,9,5,19,9,5,64,35,16,0,108.8668538,29,69,26,38,7,6,23,13
E00000504,264,94,177,166,240,50,258,94,186,176,249,34,50,79,33,12,4,0,82,44,18,20,17,9,59,3,32,49,12,34,5,7,25,9,1,38,15,36,0,90.74801122,30,45,11,35,11,3,15,1
E00000505,392,127,284,267,377,70,320,126,253,238,306,29,76,130,48,36,2,0,154,63,15,20,15,11,93,4,32,72,32,43,16,11,13,9,1,66,28,33,0,103.7775539,31,88,22,50,7,8,15,4
E00000506,390,133,295,275,373,64,366,132,261,243,346,35,54,118,62,33,5,0,199,56,7,33,16,6,51,6,25,73,27,42,13,12,21,13,5,68,35,30,0,104.2834225,43,94,25,30,6,9,32,8
E00000507,373,137,272,254,353,75,363,139,266,242,332,31,65,122,50,37,0,0,202,69,16,7,7,4,50,10,24,77,23,42,17,11,26,16,1,65,46,26,0,95.13929217,37,89,34,42,8,6,26,8
E00000508,316,114,232,214,294,54,281,113,208,197,259,27,51,78,50,34,2,0,187,50,0,23,0,0,51,2,15,67,23,34,12,14,18,11,1,56,39,19,0,89.72876775,18,63,23,34,7,6,22,10
E00000509,325,129,218,199,310,71,305,127,224,191,282,26,70,84,29,43,1,0,131,48,18,23,27,12,52,6,33,75,16,36,6,34,19,15,2,45,66,18,0,120.8455597,29,58,18,47,9,4,57,21
E00000510,372,171,279,233,356,51,316,169,260,199,306,28,63,87,42,71,8,0,202,45,21,27,25,8,25,7,21,121,24,27,11,57,29,20,2,62,50,56,0,151.9293181,27,63,22,53,13,4,69,13
E00000511,489,242,336,328,446,82,314,159,235,229,287,72,77,211,47,19,1,0,179,51,7,19,17,8,186,10,39,149,28,48,2,16,103,38,1,14,137,91,0,78.85427609,23,86,26,47,23,3,60,14
E00000512,327,134,247,230,310,45,304,136,230,205,277,28,51,100,45,46,1,0,145,49,12,13,17,7,69,5,16,92,23,24,17,18,34,14,2,58,40,31,0,88.87778786,37,73,12,39,9,8,22,1
E00000513,374,142,297,270,360,48,371,142,288,256,352,25,49,107,55,56,2,0,198,86,2,6,11,5,38,6,23,94,30,33,21,18,25,11,4,108,5,29,0,70.10457127,36,104,29,40,5,5,7,6
E00000514,332,107,227,209,309,55,291,109,211,185,269,34,66,95,46,26,5,0,128,74,0,16,8,8,84,6,35,58,19,30,12,10,17,16,2,68,17,22,0,83.08375693,32,72,15,35,2,7,16,15
E00000515,278,134,184,183,243,44,253,135,196,193,228,46,48,102,35,7,0,0,90,56,3,6,19,7,78,10,19,80,15,19,2,3,60,33,1,33,3,98,0,53.6920458,14,86,12,54,15,6,23,9
E00000516,307,116,209,198,297,72,286,117,201,188,268,18,76,87,42,27,1,0,145,48,5,0,9,11,70,10,31,66,22,22,10,12,22,25,2,16,85,14,0,112.4165199,25,66,17,35,16,1,38,20
E00000517,334,126,246,227,313,50,323,129,235,202,298,33,50,97,52,34,6,0,151,44,8,9,7,12,84,15,22,79,26,32,17,14,22,13,1,59,41,26,0,97.92240316,24,81,16,38,9,6,24,1
E00000518,294,116,233,216,287,32,261,115,207,189,253,16,43,78,46,50,1,0,147,73,2,10,13,3,37,3,21,80,19,25,20,14,27,8,3,70,20,24,0,118.2625154,33,69,24,31,10,6,13,1
E00000519,354,125,265,236,336,45,347,126,263,236,330,27,58,101,27,56,4,0,204,32,11,4,8,6,79,4,21,81,27,25,25,14,15,15,3,80,29,15,0,82.71141898,30,91,16,44,5,8,20,7
E00000520,492,196,348,339,458,74,478,199,354,335,440,54,83,157,62,42,1,0,196,98,10,20,37,11,95,11,37,115,32,54,14,17,52,20,2,76,58,58,0,78.30004304,34,123,31,72,13,6,21,2
E00000521,382,134,273,259,362,75,402,134,287,272,383,35,69,121,43,40,3,0,185,74,20,3,10,8,70,6,32,77,32,37,15,14,16,11,3,52,53,29,0,88.75084392,40,96,22,52,8,3,27,12
E00000522,318,143,214,211,298,72,352,148,243,240,327,35,64,108,44,8,0,0,88,40,1,6,12,12,144,5,39,86,21,40,2,6,57,14,2,25,100,18,0,72.65324871,22,88,23,40,16,2,43,16
E00000523,367,128,259,239,349,61,340,122,248,233,323,34,72,96,54,35,3,0,175,54,15,2,10,6,92,7,33,70,25,41,13,13,19,14,2,61,37,30,0,61.01636701,23,95,21,31,7,7,22,10
E00000524,393,123,284,264,374,80,264,123,199,183,255,29,77,117,58,32,2,0,173,30,6,8,12,10,132,15,45,82,22,27,11,16,33,12,0,13,89,21,0,101.7031429,15,81,13,34,7,0,42,22
E00000525,487,182,305,278,457,109,455,182,301,281,401,59,114,143,57,36,1,0,242,44,3,1,6,8,160,13,50,91,20,45,13,13,45,39,3,38,118,26,0,94.14819499,30,110,26,65,15,5,62,26
E00000526,369,143,254,239,355,91,303,142,243,228,288,26,85,99,55,28,2,0,146,55,10,13,28,13,87,8,43,85,22,43,8,15,40,12,2,51,51,39,0,109.8585707,31,99,20,44,6,5,30,14
E00000527,346,124,275,243,335,37,372,120,304,242,360,23,43,102,49,60,5,34,138,62,5,17,42,6,62,0,31,88,26,28,24,21,17,6,2,92,5,27,0,130.8096341,30,85,18,44,8,14,3,0
E00000528,355,122,256,245,341,74,297,124,217,205,284,26,64,91,50,26,1,14,179,34,2,5,5,9,118,2,36,76,29,31,12,8,27,14,0,19,86,17,0,118.0393555,17,68,14,31,18,1,38,10
E00000529,205,82,162,144,199,31,185,84,148,131,179,11,30,41,33,32,0,0,91,44,6,10,19,5,24,2,22,62,19,14,13,9,21,5,0,41,27,13,0,129.8558725,14,46,20,16,5,4,20,5
E00000530,262,78,180,179,242,41,297,115,196,193,277,28,50,89,36,9,0,0,95,26,17,11,16,6,80,8,20,43,16,25,3,3,21,9,0,14,57,7,0,78.90393841,16,86,19,20,6,1,22,6
E00000531,288,105,210,203,275,51,267,116,187,178,237,22,53,107,43,21,2,0,151,42,5,7,7,3,63,0,19,61,17,24,8,7,29,15,4,36,25,44,0,63.81598101,19,96,21,30,4,1,29,14
E00000532,401,138,322,302,391,54,402,137,314,297,394,20,48,114,64,42,3,0,206,60,6,9,13,7,83,10,18,87,34,41,14,20,19,5,4,55,9,71,0,81.94898366,29,97,27,60,7,6,26,5
E00000533,347,175,276,229,337,50,315,170,263,198,309,19,47,78,51,70,8,0,222,37,7,5,1,3,60,6,23,140,28,22,18,47,47,13,0,26,103,38,0,195.7100949,42,64,14,36,8,4,88,11
E00000534,384,114,291,275,370,52,310,114,228,196,295,22,58,109,40,36,2,0,211,52,17,6,16,8,59,8,15,66,29,38,15,13,9,7,3,49,7,57,0,115.8700433,34,72,14,31,5,2,24,6
E00000535,353,103,261,250,337,51,295,98,214,206,283,24,60,92,44,37,1,0,189,61,2,6,11,3,65,6,13,54,18,37,18,6,12,4,7,34,9,60,0,95.50711384,25,67,18,33,8,6,26,22
E00000536,20,4,11,10,19,7,288,113,200,198,265,3,5,6,0,1,0,0,14,0,0,0,4,1,1,0,2,1,0,2,1,0,0,1,0,1,1,2,0,74.38742698,17,78,17,35,0,0,2,3
E00000537,427,139,284,276,399,79,390,138,285,282,370,43,93,124,62,16,1,0,102,47,9,7,16,14,214,13,33,70,18,46,8,5,39,17,3,85,0,54,0,55.93474929,25,97,24,97,10,2,11,9
E00000538,296,98,217,196,275,45,285,104,215,198,269,34,42,91,35,34,4,0,111,92,6,6,13,3,52,5,31,58,17,27,15,6,20,9,4,72,2,22,0,92.92023828,25,86,23,35,4,3,8,4
E00000539,316,115,248,224,301,35,305,116,246,223,298,21,38,84,38,57,0,0,170,60,12,13,15,2,20,3,20,77,19,25,27,9,22,8,3,82,1,30,0,91.11463723,26,83,31,48,4,5,7,5
E00000540,310,125,230,208,300,55,300,121,247,229,291,25,48,96,37,52,1,0,149,66,23,9,7,7,41,0,36,85,21,26,20,19,25,12,1,101,1,23,0,101.97858,29,86,29,39,0,4,9,10
E00000541,371,159,237,224,326,51,286,143,218,207,254,64,69,141,33,23,0,0,130,78,6,14,36,17,70,5,36,85,18,32,10,8,49,36,1,33,9,115,0,79.80027619,20,89,26,40,22,8,33,9
E00000542,221,119,150,125,202,32,182,120,154,129,170,37,33,72,14,43,2,0,68,65,2,3,8,2,62,2,16,79,6,18,4,38,31,20,0,19,49,51,0,128.4444048,11,38,15,36,19,4,45,4
E00000543,396,128,299,282,373,54,351,132,263,247,326,33,60,130,41,46,1,0,144,73,20,9,50,6,78,4,30,82,32,33,21,10,19,7,3,82,5,41,0,103.9882618,35,87,20,59,6,7,9,8
E00000544,458,182,327,318,433,83,316,140,255,250,300,44,84,159,68,24,1,0,207,77,8,2,26,12,101,15,31,111,33,44,11,7,60,25,1,69,46,66,0,55.59281979,23,97,38,55,8,9,39,16
E00000545,338,120,255,231,321,59,338,121,248,224,327,25,52,87,51,37,5,0,160,44,8,9,23,6,77,8,27,79,24,31,15,16,24,8,2,74,24,21,0,83.77897141,31,83,23,48,3,6,16,8
E00000546,1082,346,688,676,974,192,244,107,186,168,233,183,200,469,84,21,2,0,288,128,233,108,54,24,180,12,98,153,46,127,10,10,87,64,0,199,35,101,0,109.9719861,24,77,13,31,26,2,57,30
E00000547,419,127,312,291,401,59,398,126,297,276,379,29,73,121,60,43,0,0,179,93,28,19,34,5,43,11,37,75,38,39,18,9,10,9,2,88,12,24,0,91.23591142,41,103,38,51,4,6,13,0
E00000548,403,130,277,250,376,80,356,131,270,235,334,43,76,129,39,34,2,0,151,57,26,24,45,2,81,6,35,69,22,43,12,12,23,15,2,64,39,27,0,84.23528756,35,90,25,53,9,6,32,13
E00000549,287,132,219,191,270,28,308,147,231,200,281,25,40,104,35,36,4,0,117,70,21,15,8,12,33,5,19,91,18,23,11,21,41,11,5,78,3,49,0,84.52587658,34,68,21,68,9,7,8,1
E00000550,384,127,262,236,362,66,345,134,266,241,324,40,75,115,43,41,2,0,164,50,31,25,21,22,56,8,35,71,24,42,14,12,21,6,5,90,4,33,0,94.15320084,41,92,31,54,9,2,8,7
E00000551,344,130,231,217,328,71,323,129,231,218,302,24,80,94,46,27,1,0,157,47,8,16,15,6,73,13,24,77,21,32,12,10,34,16,1,44,54,31,0,86.56574886,35,85,27,35,9,7,28,12
E00000552,417,132,300,290,397,84,404,129,284,267,383,37,77,120,67,33,0,0,128,69,32,31,43,12,81,15,43,70,27,44,16,4,23,13,4,91,2,38,0,69.83229236,39,98,34,58,7,4,3,1
E00000553,452,144,313,293,421,74,392,149,298,285,375,48,82,150,55,35,4,0,124,81,31,41,47,17,70,12,39,83,31,44,14,12,26,11,4,76,3,63,0,75.93378241,36,108,35,46,8,11,19,12
E00000554,389,119,299,287,373,58,360,116,269,258,346,27,53,108,51,33,1,0,109,71,63,22,12,9,69,14,29,79,40,33,17,9,13,6,0,80,4,34,0,58.27559219,30,90,30,58,6,8,9,3
E00000555,459,132,331,320,433,81,411,133,305,299,391,45,75,135,71,42,1,0,153,85,43,26,34,15,69,25,37,67,26,53,19,11,11,6,4,100,3,29,0,48.44532255,28,113,38,70,6,9,8,11
E00000556,341,123,258,221,329,60,313,120,241,212,299,21,52,90,42,53,5,0,151,57,24,25,12,4,55,5,30,83,25,33,20,27,11,4,1,94,2,26,0,78.55190508,30,86,26,37,5,13,7,8
E00000557,367,105,238,222,336,85,270,101,200,191,260,44,80,94,41,29,0,0,110,67,14,26,38,11,83,4,58,57,22,35,16,6,13,11,0,69,1,35,0,91.0875965,31,64,22,32,5,10,9,10
E00000558,311,120,224,214,295,55,281,119,204,190,259,24,58,89,55,21,0,0,93,61,10,11,16,9,82,14,31,80,27,31,7,10,36,8,0,48,17,52,0,87.07131864,20,68,12,54,10,4,16,5
E00000559,413,135,299,281,392,70,358,132,267,253,344,37,73,133,59,40,1,0,174,66,48,25,26,6,47,10,35,83,30,37,19,9,25,14,1,72,30,33,0,87.39692656,38,86,31,45,7,6,21,16
E00000560,379,136,300,270,360,42,363,130,291,254,350,30,47,114,54,45,3,0,152,43,47,44,27,6,33,12,24,94,30,30,18,15,31,7,4,105,2,28,0,86.51755616,46,113,33,71,4,16,5,6
E00000561,413,121,302,285,389,57,366,122,272,257,353,33,71,122,66,30,3,12,111,67,44,37,60,3,64,14,37,68,25,44,10,10,23,3,5,88,0,31,0,100.4550731,38,86,27,84,3,3,9,2
E00000562,411,147,326,299,393,49,399,140,324,301,388,30,51,121,59,60,2,0,166,39,70,42,30,6,28,11,33,96,29,37,34,8,25,11,3,118,0,29,0,90.22613503,31,113,29,80,5,6,10,3
E00000563,260,121,199,166,252,25,259,122,202,158,247,11,48,71,23,60,5,0,117,33,27,19,18,0,29,7,6,91,14,19,7,46,24,7,4,29,72,18,0,125.7784838,23,43,14,39,9,1,47,2
E00000564,305,111,231,212,291,41,288,109,234,214,277,27,44,92,34,42,1,0,121,22,54,41,38,3,12,10,30,67,18,34,20,10,19,9,1,94,3,14,0,84.30141668,29,78,20,59,4,3,4,0
E00000565,293,109,224,210,274,31,273,114,217,203,262,28,36,100,40,30,0,0,118,69,33,11,22,5,16,7,18,70,24,27,9,14,23,9,2,77,12,20,0,76.88445009,20,70,23,56,8,6,5,4
E00000566,407,177,293,282,383,51,404,183,320,310,370,45,65,152,49,23,3,0,112,91,33,40,8,16,72,11,32,107,32,40,9,12,54,25,3,72,0,101,0,65.91814127,34,94,42,90,16,3,21,3
E00000567,329,120,231,221,309,46,284,115,226,218,256,37,59,104,34,28,0,0,91,82,47,21,7,6,47,12,29,66,26,28,8,12,20,17,5,71,1,47,0,77.28858938,27,73,29,49,9,7,12,9
E00000568,343,141,226,214,321,40,322,135,224,210,293,41,69,114,33,25,1,0,97,57,26,29,33,12,74,4,22,78,16,32,6,16,40,20,2,38,0,95,0,83.09874203,31,68,15,62,20,1,24,7
E00000569,356,120,280,258,346,48,360,122,286,264,348,22,50,110,37,42,1,0,113,48,84,34,42,0,18,7,28,82,29,29,16,17,20,6,3,81,5,32,0,96.82077163,51,93,39,57,7,6,13,3
E00000570,322,109,253,219,308,29,311,112,249,221,299,26,41,99,37,47,5,0,154,48,48,23,19,4,4,9,16,74,21,27,20,13,20,2,6,76,15,17,0,103.6651059,38,80,25,55,3,4,13,6
E00000571,401,130,307,294,379,38,396,137,298,280,372,31,60,143,54,32,3,0,137,69,49,65,10,5,34,8,25,83,33,35,18,6,26,8,3,95,1,33,0,82.83172317,51,109,32,75,3,2,10,3
E00000572,392,128,288,268,374,29,346,131,270,251,329,36,61,124,48,49,0,0,116,45,49,59,26,13,50,10,14,74,23,40,17,12,22,7,5,87,2,38,0,105.1348446,33,74,39,77,3,5,8,3
E00000573,517,170,387,373,488,55,488,175,381,362,468,51,69,191,54,34,1,0,152,98,57,63,45,7,63,15,32,101,41,50,13,10,37,10,2,95,4,66,0,59.04962312,29,127,53,92,10,3,13,9
E00000574,303,109,238,216,286,22,286,108,232,219,273,28,35,98,43,41,0,0,143,38,40,28,19,3,17,2,13,77,29,26,18,9,21,4,2,72,6,29,0,75.60103765,30,96,25,61,4,2,8,0
E00000575,382,125,279,269,366,45,329,122,251,236,311,26,67,115,63,26,1,0,144,61,43,24,25,3,55,10,27,69,30,40,12,10,17,13,3,81,1,43,0,65.92810188,39,83,29,58,3,8,15,7
E00165805,235,78,145,145,220,41,236,78,182,182,218,25,64,84,27,5,0,0,17,48,19,42,50,5,34,3,38,38,14,25,3,2,19,14,0,4,0,67,0,37.86732239,14,33,17,59,13,2,17,0
E00175102,221,61,163,158,206,34,203,63,160,156,193,27,30,78,27,13,0,0,16,44,30,58,31,6,21,2,33,32,12,22,6,3,11,2,2,32,0,28,0,57.20917675,8,34,17,54,1,5,7,0
E00175103,501,191,358,355,460,54,348,158,307,304,328,75,67,279,28,9,0,0,50,94,152,61,31,33,47,2,50,101,35,65,6,1,59,18,2,75,6,104,0,18.9407412,22,36,18,173,10,0,18,1
E00175104,313,123,199,198,288,67,342,132,245,244,317,36,74,126,35,5,0,0,60,58,25,30,10,13,92,6,48,66,17,38,3,1,45,15,1,28,0,94,0,47.50852078,20,62,20,109,12,0,27,17
E00175105,680,239,441,441,620,60,545,236,440,440,487,120,116,399,16,3,0,0,38,110,394,39,21,12,25,0,52,99,40,99,1,1,57,29,1,34,0,205,0,9.18495949,10,32,26,289,8,0,6,3
E00175106,1337,457,823,822,1188,261,472,241,379,375,430,231,269,543,107,6,0,0,137,181,138,182,135,57,391,21,201,183,61,172,2,1,119,90,3,35,31,196,194,51.10675731,15,147,40,111,69,4,118,36
E00175107,1405,433,916,905,1307,325,365,133,267,253,342,167,297,490,155,26,3,0,335,228,48,125,101,52,429,31,167,188,70,183,11,5,102,49,7,167,28,237,0,66.25653773,27,87,25,91,30,6,74,56
E00175108,371,132,235,232,340,84,324,132,223,218,288,53,77,131,46,7,1,0,52,72,23,37,33,13,121,3,59,61,18,43,3,1,39,23,3,26,49,57,0,67.15304781,21,66,17,68,22,3,29,11
E00175109,370,148,247,247,341,57,351,126,260,259,317,52,71,195,25,1,0,57,59,142,43,26,22,11,56,1,48,78,24,50,0,1,53,16,0,38,0,108,0,43.74423131,13,51,36,99,14,1,18,7
E00175110,292,114,185,185,266,49,266,117,196,196,236,50,54,137,22,7,0,0,18,112,27,26,14,9,77,2,37,57,18,30,3,0,36,23,3,29,0,82,0,22.16542917,14,36,21,80,9,0,13,8
E00175111,970,418,646,643,867,157,188,81,142,142,167,169,150,440,73,20,0,0,178,193,27,74,69,28,328,20,95,223,56,99,9,7,151,85,2,26,159,93,140,25.44140201,13,30,16,64,42,2,117,23
E00175112,134,44,83,81,127,35,137,47,83,82,122,15,33,46,13,5,0,0,21,30,10,2,14,6,41,3,27,22,8,12,2,2,10,8,1,10,29,5,0,41.97002561,6,15,8,17,1,1,14,9
E00175113,265,95,182,181,249,48,247,95,180,180,220,31,51,104,33,5,0,0,44,61,10,12,12,22,92,7,29,51,16,28,4,0,31,14,0,58,6,30,0,32.97409623,10,42,14,77,2,2,8,2
