POSTCODE,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Population_3_and_over,Total_Population_school_census,RM2018_01,RM2018_02,RM2018_02a,RM2018_03,RM2018_04,RM2018_05,RM2018_06,RM2018_08,RM2018_09,RM2018_10,RM2018_11,RM2018_12,RM2018_13,RM2018_14,RM2018_15,RM2018_17,RM2018_18,RM2018_21,RM2018_22,RM2018_23,RM2018_24,RM2018_25,RM2018_26,RM2018_27,RM2018_28,RM2018_29,RM2018_30,RM2018_31,RM2018_40,RM2018_41,RM2018_42,RM2018_43
IG119HA,98,29,63,54,92,20,10,23,7,23,13,13,1,34,11,1,10,24,0,8,1,14,18,7,8,5,4,2,2,1,23,0,6,0,0,2,0,0
IG119HB,61,14,43,41,56,15,9,6,9,22,6,5,0,9,6,0,1,41,1,0,0,7,6,1,7,3,0,2,1,0,13,0,1,0,0,0,0,0
IG119HD,198,47,145,138,187,48,15,37,35,52,23,16,0,65,23,15,14,61,3,6,4,33,26,13,16,7,2,4,2,3,38,0,9,0,3,0,3,2
IG119HE,152,41,115,110,139,23,20,16,27,50,15,12,3,27,17,10,12,70,2,3,0,13,21,6,16,4,7,4,3,1,34,0,6,0,1,2,1,2
IG119HF,115,39,86,71,110,17,10,17,18,34,9,20,1,25,18,10,6,44,4,3,2,9,27,8,7,6,8,5,3,1,33,1,5,0,0,2,1,0
IG119HG,72,23,58,54,71,13,2,11,8,18,9,12,1,37,5,8,9,11,0,0,0,10,15,6,8,6,3,0,0,0,21,0,2,0,1,0,0,0
IG119HH,77,18,57,52,75,16,5,14,14,18,9,8,1,16,0,24,0,37,0,0,0,7,10,2,4,3,1,4,1,3,17,0,1,0,0,2,1,1
IG119HJ,127,30,92,87,124,36,9,24,26,39,8,11,0,20,8,18,44,24,2,3,6,20,17,5,12,4,4,4,1,0,24,0,5,0,0,1,1,0
IG119HQ,66,18,47,45,64,13,3,16,8,22,4,8,0,11,6,3,3,32,6,2,0,9,7,1,8,1,3,2,1,2,14,0,4,0,1,0,0,2
IG119HR,53,17,47,44,53,6,0,6,6,17,3,11,0,28,3,4,10,5,1,1,0,3,13,3,3,6,2,2,0,1,16,0,1,0,0,1,0,4
IG119HS,164,45,126,121,154,26,13,23,22,55,21,17,1,44,22,16,11,65,0,4,0,18,25,10,10,7,4,4,4,5,41,0,4,0,0,3,0,1
IG119HT,168,43,118,113,162,43,15,34,23,51,18,11,1,25,9,6,53,58,6,2,2,21,23,9,16,5,2,7,2,2,36,0,6,0,2,1,1,0
IG119HX,145,41,126,119,143,20,2,16,27,43,19,14,2,58,5,14,20,35,2,4,2,8,29,12,8,10,1,6,3,1,35,0,5,0,1,2,0,1
IG119HY,194,54,155,147,187,31,14,21,31,63,24,22,0,60,30,15,24,54,1,7,1,12,34,13,18,9,6,6,1,1,46,0,8,0,2,3,1,2
IG119HZ,85,23,62,62,82,21,5,16,15,31,8,6,0,23,17,2,11,27,2,1,1,9,12,6,8,2,2,2,1,1,19,0,4,0,1,1,1,3
IG119JA,73,18,52,49,69,15,7,14,7,29,2,4,0,13,15,3,3,31,0,5,3,10,9,5,6,1,2,1,1,1,12,0,5,0,0,2,0,0
IG119JD,136,37,112,106,131,21,9,15,26,47,20,9,2,25,21,10,12,59,2,2,2,16,25,15,10,3,3,4,0,2,32,0,4,0,2,2,0,1
IG119JE,91,30,75,70,88,11,6,10,17,28,16,8,0,13,8,10,12,33,2,8,2,6,19,7,9,3,4,5,2,0,25,0,4,0,1,2,0,0
IG119JF,44,15,38,32,44,5,0,5,7,11,7,12,0,10,5,2,2,20,0,5,0,2,11,2,4,5,3,1,0,0,13,0,2,0,0,0,1,0
IG119JG,43,18,35,33,42,6,2,5,4,13,3,9,0,13,4,2,0,19,1,1,0,5,12,4,2,2,4,2,3,1,16,0,2,0,0,1,0,0
IG119JH,156,42,125,123,156,34,4,26,27,52,24,8,0,22,21,11,28,70,0,0,4,23,26,14,14,3,4,5,2,0,35,0,6,0,1,2,1,0
IG119JJ,27,8,18,16,25,6,3,6,2,10,5,2,0,0,19,0,0,0,0,8,0,5,2,0,4,2,0,0,2,0,3,0,5,0,1,0,1,0
IG119JL,86,24,56,53,83,25,7,23,13,23,8,8,0,14,6,0,18,35,4,5,0,15,11,1,11,4,2,4,1,1,23,0,1,0,0,3,0,11
IG119JN,109,31,89,80,104,17,8,10,15,35,15,14,1,41,5,6,2,47,1,3,3,7,22,10,8,6,4,2,0,1,29,0,2,0,0,3,0,0
IG119JP,23,12,20,19,22,2,1,2,2,11,2,2,0,7,6,0,0,2,2,5,0,1,10,5,1,0,1,4,0,1,0,0,12,0,0,0,0,0
IG119JW,54,20,34,33,53,17,5,15,6,17,7,1,0,25,0,3,0,6,2,11,4,6,7,4,7,0,1,2,5,0,1,15,4,0,4,0,8,5
IG119JX,21,9,13,12,20,7,3,5,1,8,1,1,0,3,6,1,3,6,1,0,0,6,6,0,2,1,0,5,1,0,2,0,7,0,0,0,1,0
IG119JY,152,41,120,113,143,19,16,14,18,51,13,19,1,41,13,14,28,34,0,10,7,8,25,10,9,10,0,5,3,4,35,0,6,0,0,0,0,0
IG119LA,26,12,21,18,26,5,1,3,2,12,2,2,1,5,5,0,2,2,0,8,4,1,7,2,3,0,1,4,1,1,4,6,2,0,0,2,3,1
IG119LB,34,8,26,25,33,3,1,7,8,11,4,1,0,6,11,0,12,0,2,2,1,3,6,4,2,0,1,1,0,0,6,1,1,0,0,0,1,0
IG119LD,132,40,113,104,128,8,5,14,20,38,15,25,3,41,18,13,24,25,1,3,0,1,33,10,5,12,3,8,0,2,33,0,7,0,0,3,0,0
IG119LE,26,5,19,19,23,1,4,3,3,8,3,1,0,4,0,0,12,8,0,1,0,1,1,1,2,0,0,0,1,1,5,0,0,0,0,1,0,0
IG119LF,21,6,16,16,21,5,1,4,6,5,4,0,0,1,0,0,0,16,0,4,0,3,4,2,2,0,0,2,0,0,5,0,1,0,0,0,0,0
IG119LL,109,46,60,59,96,29,23,26,14,37,3,2,0,44,9,2,2,8,5,33,4,9,23,5,7,1,1,16,14,0,0,28,18,0,14,0,30,11
IG119LR,105,29,85,78,101,17,6,14,12,36,11,13,1,12,7,25,21,33,0,2,1,11,21,9,5,6,2,4,0,2,25,0,3,0,2,2,0,0
IG119LW,62,14,53,52,60,7,3,5,11,21,11,4,0,6,2,5,23,13,2,10,1,3,8,3,4,1,0,4,0,2,13,0,1,0,0,0,0,0
IG119NA,50,19,34,31,46,8,7,9,3,16,5,3,2,17,12,0,2,4,5,9,0,4,11,3,4,3,1,4,4,0,7,8,4,0,1,0,6,1
IG119NB,35,9,20,20,30,5,7,7,3,10,2,4,0,6,16,0,3,1,2,7,0,4,5,1,4,2,0,2,0,0,2,5,2,0,1,0,3,0
IG119ND,32,14,25,24,29,3,5,2,2,12,6,1,1,11,3,0,0,0,0,16,2,3,10,2,3,0,2,6,1,0,6,5,3,0,2,0,1,0
IG119NE,21,8,12,11,20,8,2,7,2,6,2,2,0,11,0,1,1,0,4,4,0,0,5,1,2,0,2,2,1,0,2,6,0,0,1,0,4,5
IG119NF,31,8,17,17,29,11,4,10,0,12,3,0,0,4,3,0,4,4,0,10,2,4,2,1,5,0,0,1,1,0,2,2,4,0,0,0,2,0
IG119NG,27,14,21,20,27,3,2,4,2,11,2,1,0,12,3,4,0,0,0,8,0,2,11,2,2,0,1,8,1,0,4,6,4,0,1,1,3,0
IG119NJ,29,12,23,23,26,2,3,3,2,13,5,0,0,10,5,2,0,4,0,5,1,1,8,4,2,0,0,4,2,0,6,5,1,0,0,0,0,0
IG119NN,38,10,25,24,36,8,3,8,8,10,4,1,0,4,5,6,1,20,1,0,1,7,5,1,5,1,0,3,0,0,8,2,0,0,0,0,1,0
IG119NP,147,46,102,97,138,35,15,27,23,48,15,8,0,66,17,12,17,13,5,8,5,17,23,11,16,2,4,6,6,1,21,14,8,0,3,2,11,8
IG119NQ,38,16,26,26,34,9,5,7,5,13,5,2,0,7,4,0,0,6,3,14,4,4,10,3,3,0,2,5,2,0,6,4,6,0,2,0,5,2
IG119NR,66,16,42,41,64,20,3,21,5,24,7,4,0,12,21,0,9,2,2,19,1,6,4,2,10,1,1,0,0,1,9,2,5,0,0,2,3,4
IG119NT,96,24,70,65,88,10,11,14,15,34,15,5,1,34,39,10,0,7,1,5,0,2,11,6,12,3,1,1,0,1,14,8,2,0,0,1,5,2
IG119NU,70,25,49,47,65,7,9,12,8,24,7,6,0,23,24,6,2,0,1,8,1,1,17,6,4,1,5,5,4,0,6,8,11,0,1,1,5,2
IG119NW,164,45,117,112,156,33,17,29,21,56,20,8,0,30,39,0,2,52,6,24,1,21,22,7,15,4,1,10,5,2,20,12,13,0,2,2,9,5
IG119NX,104,42,82,73,101,18,5,15,13,25,18,15,4,64,10,1,4,13,0,11,0,9,29,8,11,6,8,7,2,0,21,16,4,0,1,1,11,1
IG119NY,189,54,133,124,175,37,21,31,24,60,21,11,2,54,52,12,27,11,4,22,2,19,31,10,17,6,4,11,4,1,21,21,12,0,0,1,14,6
IG119NZ,61,26,41,37,54,7,11,9,3,25,5,7,0,17,23,1,0,9,1,9,1,4,14,6,2,3,1,4,6,1,4,5,17,0,4,0,4,2
IG119PB,139,37,90,87,127,30,17,26,23,50,15,6,0,13,30,8,18,39,9,8,7,17,13,4,17,1,3,5,5,2,18,0,19,0,2,1,7,0
IG119PD,136,56,96,94,128,19,14,25,11,60,11,10,1,22,35,23,11,24,5,12,0,14,28,7,19,4,4,13,4,3,32,0,24,0,2,1,4,1
IG119PE,57,31,48,48,57,7,2,5,12,19,12,3,0,16,15,0,1,3,2,19,1,4,24,6,3,1,2,15,2,0,1,25,1,0,0,0,2,2
IG119PH,100,68,88,45,97,6,6,6,3,16,0,44,16,55,18,2,10,2,0,3,4,4,63,2,5,6,49,6,0,0,3,25,32,0,2,0,47,0
IG119PJ,121,48,87,87,114,19,11,21,6,61,12,4,0,10,24,33,16,10,3,20,1,15,27,12,9,2,1,12,11,0,12,0,36,0,5,1,2,2
IG119PL,132,44,82,81,119,29,24,24,8,48,17,5,0,8,35,12,27,12,4,23,3,20,19,8,16,2,2,7,7,0,14,0,30,0,5,0,3,0
IG119PN,43,17,26,25,38,9,6,10,5,19,2,2,0,3,12,1,5,7,2,11,0,9,10,2,4,0,2,6,3,0,6,0,9,0,0,2,2,2
IG119PP,25,10,18,17,24,5,3,4,2,8,4,3,0,7,2,0,5,10,0,1,0,5,7,1,2,1,1,4,1,0,6,3,1,0,1,0,2,0
IG119PQ,41,15,28,26,39,7,7,4,3,17,3,3,1,6,18,5,4,3,0,3,0,7,8,3,6,1,3,1,1,0,5,0,10,0,4,1,0,0
IG119PR,77,28,66,57,74,7,3,7,11,21,10,12,1,38,21,0,4,5,1,7,0,6,21,8,6,8,1,4,1,0,12,10,6,0,0,1,7,0
IG119PS,106,43,75,69,101,23,10,19,11,30,12,15,1,38,5,4,7,5,3,40,1,16,27,7,10,8,3,9,2,1,16,22,5,0,3,0,8,4
IG119PT,47,21,39,35,47,9,1,7,3,13,8,11,0,27,3,0,0,7,0,4,3,5,15,3,5,4,3,5,1,0,6,12,3,0,1,0,6,0
IG119PU,83,36,69,56,80,11,5,9,3,25,7,24,1,53,0,1,13,6,0,10,0,5,30,4,4,11,8,7,2,0,14,19,2,0,0,1,8,2
IG119PX,159,51,112,106,152,38,15,27,26,50,17,13,0,60,27,1,6,23,4,26,4,23,27,14,13,5,4,4,9,2,26,17,8,0,4,3,11,7
IG119PY,106,34,78,72,100,19,12,16,5,41,13,9,1,31,31,6,11,3,4,9,6,8,18,7,16,5,3,3,0,0,11,12,10,0,1,2,10,4
IG119PZ,107,45,72,66,100,24,10,24,7,33,9,16,0,37,13,11,9,7,4,22,2,14,25,2,12,3,9,11,7,0,12,29,4,0,4,2,16,7
IG119QA,82,29,58,55,76,17,9,14,11,32,5,6,0,33,18,0,9,5,0,13,4,10,16,8,12,2,3,3,1,0,10,12,7,0,2,0,5,0
IG119QB,95,30,56,52,84,26,12,26,10,32,8,6,0,32,7,2,12,15,1,24,1,13,14,1,13,3,0,10,0,2,6,14,10,0,4,1,11,4
IG119QD,27,12,24,21,27,2,0,3,3,5,3,9,0,15,4,1,2,3,0,0,0,0,10,3,1,3,4,0,1,0,5,7,0,0,2,1,4,2
IG119QE,68,30,53,53,65,10,4,9,15,19,14,2,0,46,5,0,0,1,3,5,6,1,21,4,5,1,1,15,3,0,5,18,7,0,1,0,16,1
IG119QF,50,17,33,29,48,15,4,11,8,15,5,6,1,17,12,0,0,0,3,17,0,7,7,2,7,2,3,0,1,1,6,8,3,0,2,0,5,1
IG119QH,39,13,29,28,36,7,5,4,4,13,4,3,0,21,7,0,0,0,1,4,2,3,8,5,3,1,2,0,2,0,4,8,1,0,0,0,4,1
IG119QL,20,12,14,14,20,6,0,6,0,8,5,1,0,7,2,0,0,0,2,9,0,4,9,0,2,0,1,8,1,0,1,10,1,0,1,0,4,0
IG119QN,32,12,21,21,30,9,5,5,5,13,2,1,0,10,5,0,5,5,0,5,1,4,6,2,3,0,0,4,2,1,2,8,2,0,1,0,6,2
IG119QQ,115,40,81,78,113,25,5,27,15,36,14,9,1,41,25,6,8,10,3,16,1,17,22,9,13,5,2,6,5,0,13,17,10,0,3,0,11,8
IG119QR,85,24,59,55,79,20,9,16,10,25,14,6,1,26,14,1,13,2,3,11,1,17,14,5,9,3,3,3,1,0,9,12,3,0,1,1,8,7
IG119QS,110,32,69,69,101,26,14,27,15,41,6,5,0,27,20,5,4,23,2,27,1,7,14,4,11,2,3,5,6,0,13,11,8,0,2,1,5,11
IG119QU,34,14,30,27,33,1,1,3,6,10,4,5,0,12,8,1,0,8,0,5,0,1,11,2,3,1,3,5,0,0,5,7,2,0,1,0,2,0
IG119QY,23,6,14,14,20,6,3,6,1,9,2,2,0,0,6,0,0,3,2,12,0,6,2,0,4,2,0,0,0,0,2,2,2,0,0,0,2,0
IG119QZ,80,20,58,56,73,12,12,8,9,29,5,6,0,38,10,4,13,6,1,5,0,6,10,4,6,2,2,2,2,2,12,7,1,0,0,1,2,1
IG119RA,36,9,34,32,36,5,0,1,11,11,7,3,0,9,0,4,2,0,0,19,1,4,7,5,1,1,1,0,0,1,2,7,0,0,2,0,3,1
IG119RB,89,26,74,70,86,9,6,8,18,24,16,10,1,24,15,1,26,1,0,17,0,2,16,6,8,4,3,3,0,2,9,13,4,0,0,0,7,1
IG119RH,70,30,60,58,70,11,2,7,11,29,10,4,0,23,5,1,5,4,1,28,2,6,23,9,3,0,3,11,3,1,9,15,6,0,3,1,7,1
IG119RJ,94,38,62,59,87,24,13,18,10,35,12,4,0,30,5,6,15,6,5,17,0,11,21,5,12,1,2,13,5,0,18,17,3,0,2,1,7,2
IG119RQ,91,38,59,53,81,13,17,14,4,30,12,8,1,21,26,6,12,8,10,7,0,11,24,3,11,2,5,14,3,0,10,21,6,0,2,2,13,3
IG119RS,22,9,13,13,21,7,1,8,3,10,1,0,0,3,11,1,0,3,3,1,0,6,3,2,2,0,0,1,4,0,0,0,7,0,2,0,4,1
IG119RT,82,29,65,64,81,18,6,11,10,26,13,3,0,20,15,8,15,2,5,12,1,11,17,7,9,0,3,7,2,0,4,9,15,0,2,0,8,3
IG119RU,150,39,118,116,145,19,14,17,30,45,28,9,0,31,40,4,34,15,5,14,2,13,23,12,15,4,3,4,0,1,25,6,8,0,0,2,9,0
IG119RX,48,20,38,32,46,9,3,7,5,16,4,9,1,24,10,1,5,1,1,0,1,6,15,5,3,5,1,4,1,1,10,7,3,0,2,1,5,2
IG119RY,52,16,46,41,50,6,3,3,8,18,6,9,0,13,16,3,1,6,1,9,1,5,12,3,3,4,3,2,0,1,10,2,3,0,0,3,3,1
IG119RZ,35,12,25,25,32,4,5,5,5,13,3,3,0,4,11,0,6,5,0,3,1,2,5,2,5,1,1,1,2,0,4,0,8,0,1,0,3,0
IG119SA,65,14,41,39,61,14,7,16,7,18,12,4,0,9,12,6,1,22,0,10,1,11,5,2,7,2,1,0,2,0,11,1,2,0,0,1,2,1
IG119SB,91,29,70,68,90,18,1,17,17,32,14,3,1,32,15,3,9,18,0,11,0,10,19,9,10,1,3,6,0,0,12,12,4,0,0,0,6,3
IG119SD,148,52,113,107,138,21,15,18,19,47,17,16,2,42,24,7,19,24,8,20,1,10,33,14,10,5,8,6,7,1,29,19,4,0,2,3,8,6
IG119SE,28,8,20,19,27,4,2,5,5,8,6,2,0,9,0,3,5,5,2,4,0,2,3,0,5,1,1,1,0,0,1,6,1,0,1,0,2,1
IG119SF,60,16,39,33,59,14,3,17,3,14,8,9,0,30,4,0,11,7,0,5,2,7,9,3,5,4,2,0,1,0,8,7,1,0,0,1,7,1
IG119SG,148,41,108,105,142,24,6,33,30,41,18,13,0,63,32,1,15,20,2,11,2,17,22,8,15,6,2,6,1,3,22,15,4,0,1,1,7,4
IG119SH,133,39,107,102,130,29,6,17,27,43,16,11,0,31,35,9,5,26,2,19,0,21,23,12,15,6,2,3,0,0,25,8,6,0,2,3,4,3
IG119SJ,84,24,62,58,83,19,1,18,17,19,14,13,0,24,11,0,9,21,1,8,4,9,13,4,9,4,4,1,0,1,13,8,3,0,1,2,5,5
IG119SL,40,15,34,29,39,5,2,3,4,10,6,10,1,17,12,5,1,0,0,0,1,5,12,4,1,3,3,2,1,1,9,4,2,0,0,0,4,0
IG119SN,81,22,60,53,76,16,8,11,13,21,10,11,1,13,21,1,2,23,0,17,0,11,11,2,10,4,4,1,0,1,13,6,3,0,0,2,6,3
IG119SP,40,14,34,30,39,4,1,4,5,10,5,8,1,14,10,1,0,9,0,5,0,3,10,3,3,3,3,1,1,0,10,4,0,0,0,2,3,2
IG119SQ,28,5,19,18,27,4,3,5,10,6,1,1,0,8,0,0,4,6,2,8,0,3,2,1,1,1,0,0,2,0,2,3,0,0,0,0,1,0
IG119SR,112,28,83,81,105,21,13,16,19,38,13,4,0,23,30,9,8,14,6,14,3,13,14,8,11,2,0,4,1,2,14,10,4,0,0,1,6,6
IG119SS,95,33,75,68,91,15,5,13,10,30,13,15,0,31,15,11,18,6,1,4,2,8,24,9,8,8,2,5,1,0,20,9,3,0,1,2,3,3
IG119ST,56,25,41,41,55,12,2,11,7,17,13,3,0,20,6,0,0,3,2,23,0,7,18,4,4,1,0,13,2,1,3,21,1,0,0,0,10,4
IG119SW,79,19,61,58,77,16,2,16,11,23,15,7,2,30,14,5,8,5,4,12,0,9,9,3,8,5,1,0,2,0,7,11,1,0,1,0,3,3
IG119TA,31,6,27,26,29,2,2,2,7,15,4,1,0,0,16,7,3,0,2,0,0,2,3,1,3,0,1,1,0,0,3,0,3,0,0,1,0,0
IG119TB,39,10,31,26,39,7,1,6,3,12,10,6,0,2,5,7,22,0,0,0,0,6,6,2,1,3,0,1,0,2,4,0,6,0,0,1,3,0
IG119TD,30,9,24,24,28,3,3,3,2,14,3,2,0,0,3,13,6,0,0,8,0,3,7,5,1,1,1,0,1,0,5,0,4,0,0,0,0,0
IG119TE,35,8,28,27,35,8,1,6,13,8,5,2,1,3,5,1,16,1,1,6,0,5,5,1,2,0,1,3,0,1,4,1,3,0,2,0,1,0
IG119TF,111,27,82,71,106,12,7,20,15,31,13,15,0,16,20,27,18,12,2,6,6,7,16,8,5,4,1,3,1,4,14,1,10,0,1,2,4,0
IG119TG,68,23,52,49,66,12,5,10,10,19,13,10,0,6,26,10,9,0,0,14,3,5,14,3,6,2,1,8,1,2,10,0,12,0,3,3,2,3
IG119TH,149,47,111,102,143,22,10,27,16,50,20,13,2,21,32,5,42,15,10,10,0,17,32,12,12,2,9,9,2,1,29,1,17,0,1,4,2,3
IG119TJ,136,33,106,99,129,22,9,18,29,42,18,11,0,19,23,11,38,29,2,3,1,16,21,9,8,2,4,6,1,3,27,0,6,0,1,2,0,1
IG119TL,188,47,141,137,180,31,15,28,33,58,24,13,0,30,49,17,59,9,3,8,3,15,27,16,17,5,2,4,1,2,32,2,13,0,1,2,5,2
IG119TN,181,54,130,126,173,24,15,33,19,77,14,11,0,28,40,19,40,21,3,6,5,17,26,10,22,5,2,9,6,0,31,2,20,0,2,2,4,0
IG119TP,246,59,187,176,235,39,19,37,35,83,27,25,3,38,19,23,99,37,0,20,5,22,35,17,13,10,5,3,3,7,41,4,14,0,4,9,7,5
IG119TQ,138,34,97,91,132,20,12,26,11,51,11,11,0,15,33,31,42,11,1,0,1,14,16,4,15,4,2,6,1,2,20,1,13,0,3,2,2,0
IG119TR,116,35,97,96,112,13,7,12,23,41,14,8,0,20,10,12,37,26,4,4,0,10,24,13,8,5,0,6,0,1,26,0,9,0,1,1,2,0
IG119TT,129,39,96,90,123,25,8,21,16,46,13,9,1,31,19,8,29,26,3,4,6,19,23,9,13,2,5,7,0,3,31,0,8,0,1,0,0,0
IG119TU,105,27,81,79,100,14,9,14,14,33,14,9,1,26,13,10,14,24,3,8,0,9,16,6,8,6,1,3,1,1,20,0,7,0,0,1,1,3
IG119TW,40,10,33,30,37,4,4,3,3,13,7,6,0,5,0,0,21,10,0,3,0,3,6,1,1,3,0,2,0,3,8,0,2,0,1,0,0,0
IG119TX,150,47,123,107,147,23,5,21,29,34,21,23,0,51,25,8,16,31,2,9,4,15,32,12,10,12,1,7,1,3,32,0,13,0,3,3,0,6
IG119TY,116,51,87,86,109,18,11,17,10,39,22,6,0,25,44,5,14,4,2,17,4,14,31,7,14,1,2,21,4,2,16,17,18,0,7,1,8,0
IG119TZ,100,32,87,82,98,9,3,10,14,42,8,12,0,21,4,32,10,32,0,1,0,6,23,11,8,5,2,5,0,1,28,0,3,0,1,0,0,1
IG119UA,109,23,83,76,101,16,13,13,19,30,19,10,1,6,9,3,38,49,0,2,0,13,11,5,8,3,2,1,0,4,19,0,4,0,1,0,0,0
IG119UB,26,9,16,15,25,9,2,8,2,9,3,3,0,3,11,0,6,0,0,0,0,7,4,1,4,1,1,1,1,0,5,0,4,0,2,1,0,0
IG119UG,119,32,93,84,115,18,7,17,19,42,10,14,0,8,18,10,30,31,3,8,2,15,19,7,7,3,2,7,2,4,19,0,12,0,2,1,2,0
IG119UJ,85,23,60,56,80,16,10,14,5,30,7,7,0,17,8,36,8,10,0,0,0,13,11,3,10,3,1,4,1,1,19,0,4,0,0,0,2,0
IG119UL,69,22,55,50,64,5,7,7,8,23,5,10,0,26,7,1,21,4,0,9,0,2,14,6,4,2,4,2,2,2,16,0,6,0,0,1,0,0
IG119UN,96,25,75,70,90,15,9,12,15,24,14,14,0,11,17,17,25,8,6,4,0,12,15,6,7,6,2,1,0,2,19,0,6,0,0,1,0,0
IG119UP,119,32,89,83,111,17,13,14,18,43,13,9,0,11,28,12,10,35,5,9,1,10,16,5,13,4,3,4,1,2,24,0,8,0,1,2,1,0
IG119UQ,135,34,108,104,123,19,14,12,21,56,15,7,1,14,20,5,60,26,1,5,0,13,20,12,9,0,5,3,1,3,25,0,8,0,1,4,1,2
IG119UR,61,13,42,42,59,16,5,14,4,23,3,3,0,22,6,6,4,19,0,0,2,1,6,5,5,1,0,0,1,1,8,0,5,0,1,2,0,1
IG119UT,103,34,83,76,101,18,5,15,8,33,10,12,1,32,6,24,26,6,1,6,0,13,27,10,5,6,2,9,0,2,28,1,5,0,0,0,4,3
IG119UU,30,14,27,23,29,0,1,2,4,10,4,4,0,20,3,2,2,1,1,0,1,0,12,5,1,2,0,5,0,0,13,0,0,0,0,0,0,0
IG119UW,133,34,107,100,127,17,9,16,18,49,15,11,0,26,19,12,34,28,1,2,2,14,18,7,11,6,0,5,3,2,27,0,7,0,0,1,3,2
IG119UX,112,30,88,84,106,15,7,17,9,48,8,10,0,19,30,13,19,18,2,4,0,13,19,11,9,5,1,2,1,1,18,0,11,0,1,1,1,0
IG119UY,105,30,84,79,100,10,7,12,19,35,8,12,0,16,24,10,22,14,6,5,3,9,19,5,9,4,3,7,0,2,23,0,7,0,0,3,3,4
IG119UZ,184,45,135,120,173,37,15,31,23,53,24,28,2,30,9,12,34,71,7,14,2,23,22,8,13,10,2,2,3,6,2,39,4,0,1,4,0,5
IG119XA,143,35,108,102,134,18,13,20,19,46,17,14,0,27,25,22,19,44,5,0,1,14,20,8,12,6,1,5,0,3,29,0,6,0,0,0,0,0
IG119XB,106,34,94,85,106,11,2,9,13,37,14,16,2,24,22,9,21,14,0,2,5,9,26,6,8,12,1,7,0,0,25,1,8,0,3,1,1,0
IG119XE,163,79,105,104,143,22,28,30,8,74,16,4,0,26,64,10,4,14,9,32,1,16,44,9,16,1,2,32,15,0,18,0,61,0,11,1,11,2
IG119XF,83,37,56,54,73,10,13,13,6,40,6,3,0,12,16,11,9,3,7,16,0,7,21,5,11,1,1,14,3,0,10,0,27,0,2,2,5,0
IG119XH,166,39,119,113,161,31,12,31,18,63,19,11,1,11,40,36,52,4,5,6,0,24,15,3,19,6,2,4,1,2,22,0,17,0,3,1,4,1
IG119XJ,163,40,119,114,157,22,16,26,15,71,7,12,0,17,58,13,43,10,4,8,3,20,21,7,18,6,3,5,0,1,21,0,19,0,1,3,2,0
IG119XL,175,42,119,113,160,24,18,35,21,56,19,9,1,22,46,12,51,17,5,6,5,18,19,9,17,5,1,4,3,2,26,1,14,0,1,5,5,3
IG119XN,145,35,103,101,136,23,18,22,15,63,13,10,0,13,35,26,40,2,1,23,0,15,17,7,14,4,2,4,1,3,19,0,16,0,1,3,3,0
IG119XP,55,18,40,40,50,8,6,7,10,21,7,1,0,5,10,8,12,11,1,8,0,5,10,4,7,1,0,5,1,0,11,0,7,0,1,1,2,0
IG119XQ,112,32,84,84,102,14,14,12,10,47,6,11,0,11,26,7,38,13,8,6,0,12,17,6,8,4,2,5,2,3,13,2,17,0,2,3,3,2
IG119XR,91,26,72,69,87,11,6,13,12,32,11,10,1,7,34,9,24,7,1,5,1,6,17,8,5,4,1,4,2,2,17,0,9,0,1,0,4,0
IG119XS,137,38,96,88,130,28,12,27,16,43,14,13,1,24,33,10,35,14,5,7,4,22,19,7,13,4,4,4,3,2,22,1,14,0,0,0,4,2
IG119XT,104,31,84,81,103,20,1,19,18,37,17,9,0,12,22,12,14,35,1,3,4,16,20,8,10,5,2,5,0,1,21,0,10,0,0,4,1,0
IG119XU,108,32,86,80,103,13,5,15,12,36,18,10,1,19,15,22,6,25,0,21,0,10,19,8,8,3,3,5,2,3,23,0,8,0,2,2,1,1
IG119XW,152,40,111,104,148,21,14,23,21,50,13,15,2,13,21,52,36,14,5,4,2,15,17,5,14,6,1,5,4,4,23,0,17,0,3,4,3,4
IG119XX,140,38,101,94,132,29,12,23,31,38,14,10,1,19,8,9,36,49,2,8,1,21,19,8,14,5,3,3,3,2,32,0,6,0,0,1,1,0
IG119XY,66,14,43,43,62,19,6,15,8,25,8,1,0,13,9,9,15,13,0,0,4,11,3,1,11,0,1,1,0,0,12,0,2,0,0,1,0,1
IG119XZ,104,36,82,74,102,17,5,14,13,34,16,14,0,38,12,14,22,17,0,0,0,9,23,7,12,4,6,6,0,1,28,0,7,0,2,0,2,0
IG119YA,105,35,83,73,102,19,5,15,16,33,11,16,1,25,18,11,28,15,1,4,0,15,23,11,9,5,5,2,1,2,27,0,8,0,0,1,4,0
IG119YB,149,44,120,110,138,17,18,9,20,48,14,23,0,40,14,26,34,27,2,1,0,10,29,11,12,11,3,4,1,1,37,0,7,0,1,2,2,1
RM107AA,83,30,61,51,80,15,4,17,5,31,9,12,0,40,23,0,3,10,2,3,0,8,17,4,12,4,5,4,1,0,15,11,3,0,1,3,7,2
RM107AB,73,26,52,46,70,13,6,12,15,13,11,7,2,45,8,0,0,9,1,10,0,1,17,7,5,2,7,1,3,0,13,13,0,0,1,1,10,9
